"","Date","NZU","EUA","KAU","CEA","HBEA","ACCU","UKA","WCA","CCA"
"2901",2018-04-23,12.4831664617366,12.85,16.6843622023358,NA,1.9626156101231,NA,NA,NA,12.3535676251331
"2902",2018-04-24,12.3748544819558,13.17,16.7123724732032,NA,1.97791073444861,9.3248787765759,NA,NA,12.3139820114473
"2903",2018-04-25,NA,13.21,16.8106858151281,NA,1.99138579694351,NA,NA,NA,12.37766263673
"2904",2018-04-26,12.4124649859944,13.44,16.887224047407,NA,2.02337777545855,9.39626646687894,NA,NA,12.4121973390629
"2905",2018-04-27,12.5890875102232,13.51,17.0050937985515,NA,2.01503445395698,NA,NA,NA,12.3845646437995
"2906",2018-04-30,12.52621766488,13.54,17.1128129283043,NA,NA,9.38454823221301,NA,NA,12.4368634594684
"2907",2018-05-01,12.5584112149533,NA,NA,NA,NA,9.36914428482199,NA,NA,12.523972317185
"2908",2018-05-02,12.5680501082948,13.02,17.065905423855,NA,2.01870288160971,9.37480403837712,NA,NA,12.5690376569038
"2909",2018-05-03,12.6005991893321,12.92,17.0796844916465,NA,1.99507486469047,9.39365378573673,NA,NA,12.5135563527154
"2910",2018-05-04,12.5932014325134,12.99,17.1443711912221,NA,2.04619418422336,9.45656285462111,NA,NA,12.5522662652617
"2911",2018-05-07,12.6243305279265,13.57,NA,NA,1.96409269462972,NA,NA,NA,12.5922818791946
"2912",2018-05-08,12.5470145745181,13.54,17.2122425987357,NA,2.06324822544761,NA,NA,NA,12.6538526386781
"2913",2018-05-09,12.5604434485199,13.96,17.216014023226,NA,2.04514427346349,NA,NA,NA,12.6666666666667
"2914",2018-05-10,12.4474053295933,14.56,17.3845171361669,NA,2.05138392265925,NA,NA,NA,12.591286829514
"2915",2018-05-11,12.4285214144007,14.61,17.3066055506719,NA,2.04955967524396,9.4744820616473,NA,NA,12.5607100988109
"2916",2018-05-14,12.3181264854211,14.62,17.2785330878032,NA,2.05010786558492,NA,NA,NA,12.5702306079665
"2917",2018-05-15,12.3325795790572,14.29,17.2870988180631,NA,2.04841466484703,9.46850145183689,NA,NA,12.6805778491172
"2918",2018-05-16,12.3817311061792,15.14,17.4229731536761,NA,2.05934749660985,9.58476627181251,NA,NA,12.7551452528161
"2919",2018-05-17,12.3950069995334,15.27,17.4026197997915,NA,2.06909415510878,9.58537672759697,NA,NA,12.7787670652082
"2920",2018-05-18,12.4595944754628,15.22,17.5263484678199,NA,2.06531732601367,9.60311383358857,NA,NA,12.8067940552017
"2921",2018-05-21,12.4896901142924,15.53,17.6482174512507,NA,2.06330847259336,9.67783422287956,NA,NA,12.7905004240882
"2922",2018-05-22,12.4808665960203,15.93,NA,NA,2.05810169129808,NA,NA,NA,12.80353200883
"2923",2018-05-23,12.5066524747206,15.98,17.9554609230378,NA,2.07722679515492,9.72913569073631,NA,NA,12.9360465116279
"2924",2018-05-24,12.5036949453148,16.26,18.1608578241713,NA,2.13338329965068,NA,NA,NA,12.936257359843
"2925",2018-05-25,12.4717899988122,15.97,20.1571139474481,NA,2.25837654835156,9.7518304930992,NA,NA,13.0386266094421
"2926",2018-05-28,12.5433042647235,16.28,20.8219880193484,NA,2.32082829097754,9.73836265662533,NA,NA,NA
"2927",2018-05-29,12.5351522766709,16.27,20.5601644813159,NA,2.29209719464592,NA,NA,NA,13.182527301092
"2928",2018-05-30,12.5531787404877,15.82,18.4538613608826,NA,2.25660347108101,9.74785547179621,NA,NA,13.0520538547294
"2929",2018-05-31,12.5740973594396,14.89,18.3829355646414,NA,2.23375722234825,9.70873786407767,NA,NA,13.0624465355004
"2930",2018-06-01,12.3345907430693,15.27,18.4225492002211,NA,2.26807981716363,9.54421503700818,NA,NA,13.0703259005146
"2931",2018-06-04,NA,16.1,18.2268766488129,NA,2.22963951935915,9.61035564853556,NA,NA,13.019319541802
"2932",2018-06-05,12.4123043712898,15.73,18.0502538192424,NA,2.23913537807145,9.55476113097173,NA,NA,12.9470000853461
"2933",2018-06-06,12.2781860548485,15.89,NA,NA,2.20362213735379,9.57654723127036,NA,NA,12.8684277584303
"2934",2018-06-07,12.3011854411151,15.97,17.560790393773,NA,2.20124953671838,NA,NA,NA,12.84224802916
"2935",2018-06-08,12.3251643753736,15.78,17.1732919697054,NA,2.23000955718382,9.49551062592856,NA,NA,12.7995920448751
"2936",2018-06-11,12.2964994931123,15.45,16.9611864941622,NA,2.20098733406567,NA,NA,NA,12.8161602444407
"2937",2018-06-12,12.2315035799523,15.1,16.9395376688045,NA,2.1703125621083,9.47836739957444,NA,NA,12.8757557693945
"2938",2018-06-13,12.1648993208626,15.28,NA,NA,2.17128590589766,9.44851523332048,NA,NA,12.8170328272118
"2939",2018-06-14,12.3341375150784,14.89,17.0816582714951,NA,2.22435438316734,9.05035878208029,NA,NA,13.0803146883375
"2940",2018-06-15,12.2425766283525,14.51,16.8023882836556,NA,2.24765729585007,9.29606359789717,NA,NA,12.9921599035065
"2941",2018-06-18,12.2184381908347,14.58,16.9353957575663,NA,NA,9.26280822792896,NA,NA,13.0356220960248
"2942",2018-06-19,12.206013694552,14.22,16.8569874932028,NA,2.24669720860857,9.23331635252165,NA,NA,13.0824991370383
"2943",2018-06-20,12.1700966727952,14.46,16.7953923730993,NA,2.25025025025025,9.23331635252165,NA,NA,13.1460674157303
"2944",2018-06-21,12.143111005805,14.79,16.7807394401759,NA,2.23022156102226,9.22157211905368,NA,NA,13.11093871218
"2945",2018-06-22,12.3273869495644,15.08,16.6812112412829,NA,2.22969852892671,9.25985056517019,NA,NA,13.0587730587731
"2946",2018-06-25,12.2375560273649,15,16.8308860177127,NA,2.1900005229852,9.18651799290421,NA,NA,13.0148692531191
"2947",2018-06-26,12.3013537374926,14.99,17.6725959506704,NA,2.15060783724848,NA,NA,NA,13.0785744954916
"2948",2018-06-27,12.3051585200871,15.22,18.432682148063,NA,2.20201491560905,9.21278353135523,NA,NA,13.183864265928
"2949",2018-06-28,12.3247663551402,14.97,20.2532231557994,NA,2.19411595791892,9.21571119867802,NA,NA,13.1754128123109
"2950",2018-06-29,12.2233808365195,14.95,21.5156218783138,NA,2.17276031091165,9.19059390251632,NA,NA,13.0360352649148
"2951",2018-07-02,12.2172206832872,15.03,20.1752363384828,NA,2.32720592991216,9.14422652456328,NA,NA,13.0939084113755
"2952",2018-07-03,12.4347826086957,15.06,20.2178132413198,NA,2.20425872599786,9.18768216956026,NA,NA,13.0845130845131
"2953",2018-07-04,12.5290023201856,15.49,20.1951039374683,NA,2.07718589843143,9.50751093363757,NA,NA,NA
"2954",2018-07-05,12.5058031569174,15.65,20.0807821177767,NA,2.16368161128519,9.47927199191102,NA,NA,13.0464539310463
"2955",2018-07-06,12.5465766185375,15.67,20.0504124656279,NA,2.27033683076371,NA,NA,NA,12.9927628778203
"2956",2018-07-09,12.5392761550099,15.97,20.0863137596988,NA,2.31274131274131,9.21512551636479,NA,NA,13.0053621584816
"2957",2018-07-10,NA,16.03,20.0781710124752,NA,2.3623262995368,9.20985772357723,NA,NA,13.0131153125532
"2958",2018-07-11,12.6230457440649,16.28,19.9513566922551,NA,2.39467281342041,9.15115178289681,NA,NA,13.0825908156271
"2959",2018-07-12,12.6692625094438,16.05,20.0178444785066,NA,2.41423615572401,9.17285596394338,NA,NA,13.0837117642019
"2960",2018-07-13,12.7336921919315,16.02,19.8978199569449,NA,2.54896184242548,9.18334922148077,NA,NA,13.0851519041506
"2961",2018-07-16,12.7025462962963,15.9,19.8810921346613,NA,2.55322953520749,9.15542038902617,NA,NA,13.049790759245
"2962",2018-07-17,12.9159878985339,16.03,19.9954296160878,NA,2.50799744081894,9.50510107090805,NA,NA,13.0971781456386
"2963",2018-07-18,13.0780009341429,16.38,19.961218204631,NA,2.57913397417026,9.5353124404043,NA,NA,13.120811135934
"2964",2018-07-19,13.0359212050985,16.83,17.1899374498311,NA,2.49121159435004,9.47927199191102,NA,NA,13.1260201013659
"2965",2018-07-20,13.1303741575645,17.02,17.190458159788,NA,2.54862170235829,9.4948727687049,NA,NA,13.0397678784776
"2966",2018-07-23,13.1464391433049,17.35,17.137507738302,NA,2.5497997934977,9.47029484184608,NA,NA,13.0795551753636
"2967",2018-07-24,13.3026721779123,17.06,17.2479294886407,NA,2.60021395758606,NA,NA,NA,13.0862718247176
"2968",2018-07-25,13.4095149253731,17.29,17.3334046013699,NA,2.75764717744477,9.5353124404043,NA,NA,13.0371759890859
"2969",2018-07-26,13.285939047841,17.24,17.3583232012724,NA,2.80878965089491,9.50449879609682,NA,NA,13.1346104286573
"2970",2018-07-27,13.265306122449,17.08,17.4702735983376,NA,2.75555331560976,9.52562392836731,NA,NA,13.117707618394
"2971",2018-07-30,13.2606668221031,17.01,17.3538113403717,NA,2.96110414052698,9.49427178935376,NA,NA,13.0639097744361
"2972",2018-07-31,13.2423287831058,17.35,17.4571070420586,NA,3.07479919678715,9.53349434346002,NA,NA,13.0698828158412
"2973",2018-08-01,13.2222739981361,17.74,17.4087764774453,NA,3.11930983386285,NA,NA,NA,13.1154571967747
"2974",2018-08-02,13.2153461023462,17.6,17.3875743950733,NA,3.1849698617036,9.53107129241327,NA,NA,13.2015195993783
"2975",2018-08-03,NA,17.63,17.4856148080819,NA,3.18306407811138,9.59754302898458,NA,NA,13.2186392322988
"2976",2018-08-06,13.2000699341453,17.54,17.4545566388829,NA,3.21394267226126,9.59079283887468,NA,NA,13.2433134250844
"2977",2018-08-07,13.1838773376699,17.48,17.5246271191675,NA,3.33876324329785,9.824,NA,NA,13.2016900922652
"2978",2018-08-08,13.2221318144833,17.35,17.502872167349,NA,3.53694506768851,NA,NA,NA,13.1869078380706
"2979",2018-08-09,13.0522088353414,17.55,17.5425038639876,NA,3.67053015941679,NA,NA,NA,13.2916883567586
"2980",2018-08-10,NA,17.84,16.7652400689238,NA,3.78725801495442,9.82148569966089,NA,NA,13.4180543382997
"2981",2018-08-13,NA,18.01,16.6673096955901,NA,3.67096175127517,9.78143121136813,NA,NA,13.4291725105189
"2982",2018-08-14,13.8212795549374,18.08,16.8950628871785,NA,3.70180869298268,9.31895066062424,NA,NA,13.5337682948334
"2983",2018-08-15,14.0030089110057,18.05,NA,NA,3.7346930990196,9.31657201199668,NA,NA,13.5678391959799
"2984",2018-08-16,14.0034762456547,17.95,16.8603788901812,NA,3.7037037037037,9.00095754867539,NA,NA,13.5824175824176
"2985",2018-08-17,14.0335597747199,18.1,16.8713094010685,NA,3.71289017782187,9.0153452685422,NA,NA,13.5350179242808
"2986",2018-08-20,14.0551795939615,18.44,16.8419739417237,NA,3.68688865366712,9.01419255849636,NA,NA,13.4854952521997
"2987",2018-08-21,14.2006015733457,19.26,16.7234437906473,NA,3.42720040409143,8.97803247373448,NA,NA,13.3460108911747
"2988",2018-08-22,14.2370336144161,19.76,16.6796654800423,NA,3.57458075904678,8.93422886833101,NA,NA,13.3408071748879
"2989",2018-08-23,14.1780743126654,20.35,16.659596621804,NA,3.43354131215731,8.85678391959799,NA,NA,13.4003640461125
"2990",2018-08-24,14.1927683095348,20.63,16.6814688960111,NA,3.53496472607494,8.89029003783102,NA,NA,13.3121073917907
"2991",2018-08-27,14.1406608536026,21.25,16.6978462870483,NA,3.44619561119071,NA,NA,NA,13.2739573520596
"2992",2018-08-28,14.2299747532706,20.64,16.6824995945226,NA,3.34326631712622,8.84900213380193,NA,NA,13.2557940648251
"2993",2018-08-29,14.2291582993861,21.01,16.6289436001663,NA,3.37997820177142,8.80589557831626,NA,NA,13.2496155817529
"2994",2018-08-30,14.2889738178085,21.12,16.6180690726964,NA,3.41963849535906,9.02470903093297,NA,NA,13.299057412168
"2995",2018-08-31,14.3052938153161,21.04,16.7022362438526,NA,3.40127468921562,NA,NA,NA,13.3804638330891
"2996",2018-09-03,14.2126789366053,20.11,16.7256452149942,NA,3.46334010934205,9.00285607848007,NA,NA,NA
"2997",2018-09-04,14.1870079855015,20.13,16.692297586572,NA,3.42956644627265,NA,NA,NA,13.4271651843537
"2998",2018-09-05,NA,20.32,16.9124090958011,NA,3.43520104807014,8.96666872796982,NA,NA,13.3717430561527
"2999",2018-09-06,14.2314452571299,21.42,16.8745301977388,NA,3.27061608986953,8.9816650148662,NA,NA,13.4067636175888
"3000",2018-09-07,14.2097522344157,23.17,16.8911137386177,NA,3.45093673704317,8.91978346456693,NA,NA,13.4880096961302
"3001",2018-09-10,14.160238725297,25.19,16.8161006520061,NA,3.16970970542714,8.89843510279227,NA,NA,13.4575569358178
"3002",2018-09-11,14.1427205758308,24.11,16.9195000115099,NA,3.39450807230578,NA,NA,NA,13.4338647134856
"3003",2018-09-12,14.1703833342743,22.91,16.9482406112127,NA,NA,8.94178589047854,NA,NA,13.3947006194081
"3004",2018-09-13,14.0754059672979,18.86,16.8467215744999,NA,3.13930510043275,8.92252784444034,NA,NA,13.3042436687201
"3005",2018-09-14,14.1053817976895,19.93,16.9211879364592,NA,3.66406856971003,NA,NA,NA,13.3814929480564
"3006",2018-09-17,14.1095659028208,20.92,16.7716319824754,NA,3.37738252854038,8.90772822214031,NA,NA,13.2928186253531
"3007",2018-09-18,14.1075560069973,20.19,16.8103184791246,NA,3.36174360768827,NA,NA,NA,13.3047578225461
"3008",2018-09-19,14.2047386917583,21.43,16.8599170798624,NA,3.42022601273981,9.0235857862966,NA,NA,13.3053461274846
"3009",2018-09-20,14.2127079666118,21.98,16.7397126856586,NA,3.45507778577277,8.97832817337461,NA,NA,13.1804670912951
"3010",2018-09-21,14.2621364748734,22.08,16.8095478231636,NA,3.47065392728626,8.99615336890433,NA,NA,13.2011234998723
"3011",2018-09-24,14.1766136787916,22.37,NA,NA,NA,NA,NA,NA,13.187468074238
"3012",2018-09-25,14.1404440427095,21.18,NA,NA,3.42956935310073,NA,NA,NA,13.1764505989296
"3013",2018-09-26,14.193365466402,20.19,NA,NA,3.46656094357856,8.96555988375688,NA,NA,13.2049752939172
"3014",2018-09-27,14.2288670342789,20.77,16.9814670443757,NA,3.4723608062263,NA,NA,NA,13.3430707105421
"3015",2018-09-28,14.2702209030196,21.15,17.2298713192493,NA,3.50262916807851,9.02639442231076,NA,NA,13.3959338387319
"3016",2018-10-01,14.3012227174037,21.31,17.234285359397,NA,NA,NA,NA,NA,13.4243261921216
"3017",2018-10-02,14.279186657528,20.93,17.1930422391227,NA,NA,9.02695635933512,NA,NA,13.4505456435129
"3018",2018-10-03,14.2184129867181,21.13,NA,NA,NA,8.97388290630029,NA,NA,13.532589752527
"3019",2018-10-04,14.0983791085097,21.29,17.0245398773006,NA,NA,NA,NA,NA,13.4890992790758
"3020",2018-10-05,14.0468601465079,22.11,17.1858216970999,NA,NA,NA,NA,NA,13.4947496311724
"3021",2018-10-08,14.167087471245,21.87,17.1971686090254,NA,3.55476169511566,NA,NA,NA,13.5335073977372
"3022",2018-10-09,14.226955149876,20.75,NA,NA,3.55840563309443,8.96334301786487,NA,NA,13.508573418052
"3023",2018-10-10,14.1329900369417,19.43,17.0251577107243,NA,3.36453516785083,8.87936313533374,NA,NA,13.4745615558257
"3024",2018-10-11,NA,19.85,17.0305942460921,NA,3.52678906895774,8.9110127826942,NA,NA,13.3960148365393
"3025",2018-10-12,14.1385135135135,20.36,17.1404522324674,NA,3.74932779730118,9.20113244707041,NA,NA,13.4232831690019
"3026",2018-10-15,14.1555869872702,18.58,17.1095546169064,NA,3.55947026486757,9.20679886685552,NA,NA,13.4058909907575
"3027",2018-10-16,14.2767760650702,19.28,17.3882267855632,NA,3.55374381033362,9.22497840306059,NA,NA,13.4278061004061
"3028",2018-10-17,14.2661882795148,19.24,17.4308742431838,NA,3.55824523516561,9.24380139739071,NA,NA,13.5142186277068
"3029",2018-10-18,14.3118322573273,19.73,17.347518383764,NA,3.47467015812267,9.26786931994297,NA,NA,13.5609500523926
"3030",2018-10-19,14.3470790378007,19.7,17.5076211903647,NA,3.62268881228455,9.24494465401026,NA,NA,13.4977851124815
"3031",2018-10-22,NA,19,17.5668387395023,NA,3.68783992564029,9.23523597726711,NA,NA,13.5566605600628
"3032",2018-10-23,14.334665905197,19.23,17.5938659639364,NA,3.68257000653562,9.23466551362036,NA,NA,13.5495684017787
"3033",2018-10-24,14.3839541547278,19.61,17.6523186975826,NA,3.74609518268854,9.2087312414734,NA,NA,13.6423492230708
"3034",2018-10-25,14.397154984513,19.07,17.7173273914524,NA,3.98055917680264,9.2436974789916,NA,NA,13.6627395815017
"3035",2018-10-26,14.3568037522164,18.27,17.6241967137415,NA,3.90611182697895,9.23450034201853,NA,NA,13.6128409788615
"3036",2018-10-29,14.4069740766231,16.68,17.8527456291554,NA,3.86835954772282,NA,NA,NA,13.6223727024888
"3037",2018-10-30,14.4739122898249,16.02,17.9604096831381,NA,3.67633100899784,9.30159724397119,NA,NA,13.6371650211566
"3038",2018-10-31,14.407561088059,16.37,17.9776673976552,NA,3.91607505070994,NA,NA,NA,13.6870026525199
"3039",2018-11-01,14.5991364219862,15.62,18.092066784681,NA,3.661333029278,9.38032973280273,NA,NA,13.5443148943631
"3040",2018-11-02,14.6008403361345,17.07,18.2415750656539,NA,3.80913529569241,NA,NA,NA,13.5529205094422
"3041",2018-11-05,14.6311547222709,17.23,18.1513762185676,NA,3.52345382034563,9.38803894297635,NA,NA,13.5367350517272
"3042",2018-11-06,14.8073859949266,17.56,18.1156591132697,NA,3.66921402905005,9.41780821917808,NA,NA,13.5130404340977
"3043",2018-11-07,14.9129582318341,18.6,18.2065025465561,NA,3.28536897123404,9.45739396255254,NA,NA,13.5504201680672
"3044",2018-11-08,14.9200499316412,19.57,18.2185122071885,NA,3.29769402681837,9.48396985566484,NA,NA,13.6243619081148
"3045",2018-11-09,14.8947556189797,19.5,18.1975804247143,NA,3.84898290468219,9.46583375828659,NA,NA,13.6668431268749
"3046",2018-11-12,14.984746066878,20.49,18.2474606269921,NA,3.59644965867029,9.85032621210183,NA,NA,13.8093964518142
"3047",2018-11-13,15.0080881912408,20.14,18.2434601501758,NA,3.57661444401987,NA,NA,NA,13.7390380015945
"3048",2018-11-14,NA,19.74,18.2069655317919,NA,3.55256963265514,9.84780662488809,NA,NA,13.7336399009551
"3049",2018-11-15,15.0117561946102,18.98,18.2550377636404,NA,3.59123753307551,9.89208633093525,NA,NA,13.7559597386544
"3050",2018-11-16,14.9397590361446,19.1,18.3698515559655,NA,3.44233206590621,9.88954533778577,NA,NA,13.6451217376073
"3051",2018-11-19,14.8384785334687,18.94,18.2416592923789,NA,3.67882036184293,9.81016690024207,NA,NA,13.597065758449
"3052",2018-11-20,14.8130450364353,19.45,18.3027508645129,NA,3.67265266837213,9.77095361969418,NA,NA,13.6939313984169
"3053",2018-11-21,14.885060920713,20.49,18.3554169914263,NA,3.67936258215129,9.82581509602501,NA,NA,13.651937099183
"3054",2018-11-22,14.8500059758575,20.91,18.933246781348,NA,4.13987748696401,9.79706088173548,NA,NA,13.6232138160778
"3055",2018-11-23,14.8378604762475,20.19,18.6878046501487,NA,4.14649948549869,NA,NA,NA,13.7037037037037
"3056",2018-11-26,14.8852223816356,19.82,18.3813464531823,NA,3.82320385755544,9.81767180925666,NA,NA,13.7206427688504
"3057",2018-11-27,15.003006614552,19.61,18.4315171099381,NA,3.48892032060349,NA,NA,NA,13.7668320340184
"3058",2018-11-28,15.0498640072529,19.29,18.4588614292097,NA,4.01265422334704,9.89971715093854,NA,NA,13.6723561499208
"3059",2018-11-29,15.0575197253508,20.02,18.8700014152501,NA,3.69742798614097,9.89590026988819,NA,NA,13.6423492230708
"3060",2018-11-30,15.2021891152326,20.49,18.9476177318123,NA,3.46055979643766,9.9502487562189,NA,NA,13.7428192664605
"3061",2018-12-03,NA,20.64,19.0716856986197,NA,3.74969595329843,10.2073882047959,NA,NA,13.6980267794221
"3062",2018-12-04,NA,20.73,19.0512478567346,NA,3.8567244293622,10.1908767389194,NA,NA,13.6988716502116
"3063",2018-12-05,15.2054961089494,19.68,19.005836375587,NA,3.89794107434509,10.0922722029988,NA,NA,13.6900564174894
"3064",2018-12-06,15.1762500755789,19.99,18.8787590362394,NA,4.14127866130165,10.0209963733537,NA,NA,13.653947599789
"3065",2018-12-07,15.167963331524,20.3,18.7721452651174,NA,3.70866332529875,9.96394002657051,NA,NA,13.651547116737
"3066",2018-12-10,15.1872693168754,20.86,19.5292665588651,NA,3.59566326530612,9.97214131948841,NA,NA,13.6679876706297
"3067",2018-12-11,15.4692438609288,20.16,19.5765207041283,NA,3.93974358974359,9.80891719745223,NA,NA,13.72635672618
"3068",2018-12-12,15.5901332850853,21.47,19.5685525533047,NA,3.71794871794872,9.78088281994284,NA,NA,13.6875439831105
"3069",2018-12-13,15.000603646022,22.32,19.5679398872887,NA,3.67820512820513,9.79706088173548,NA,NA,13.6959774667723
"3070",2018-12-14,14.9208832200229,23.38,19.5353707422659,NA,3.69537275064267,9.77653631284916,NA,NA,13.7790749093482
"3071",2018-12-17,14.8645408774874,24.26,19.5243859580616,NA,3.69707735364404,9.73820665233338,NA,NA,13.7317116164287
"3072",2018-12-18,14.9590163934426,23.99,19.5335390866117,NA,3.66596437464087,9.73389798369256,NA,NA,13.7311856350673
"3073",2018-12-19,14.784626368396,24.32,18.6928990349791,NA,3.65206520907212,NA,NA,NA,13.7054945054945
"3074",2018-12-20,14.8286272420529,24.16,18.6949375666981,NA,3.86513994910941,9.5640293131288,NA,NA,13.6228591401608
"3075",2018-12-21,14.8222510924767,24.59,18.7089280563762,NA,3.58814153649984,9.52734471665429,NA,NA,13.7151403184657
"3076",2018-12-24,14.8209333884005,NA,19.51447974397,NA,3.68349423182101,NA,NA,NA,NA
"3077",2018-12-25,NA,NA,NA,NA,3.58851369452347,NA,NA,NA,NA
"3078",2018-12-26,NA,NA,19.6006178114734,NA,3.92533169564605,NA,NA,NA,14.4744956391507
"3079",2018-12-27,14.7314098053014,24.66,19.546520719312,NA,3.63501956435845,NA,NA,NA,14.3757109108408
"3080",2018-12-28,14.7513065946327,24.63,19.5774405237357,NA,3.63957642093487,NA,NA,NA,14.3669115075201
"3081",2018-12-31,14.7210501640881,NA,NA,NA,NA,NA,NA,NA,14.3168541285204
"3082",2019-01-02,NA,25.02,19.6957402053084,NA,3.85396319522977,9.48334257035532,NA,NA,14.4859813084112
"3083",2019-01-03,14.7565059037772,23.04,19.5088453104638,NA,3.83151062959935,9.469347598844,NA,NA,14.4136235955056
"3084",2019-01-04,14.841072905589,23.49,19.6650646194023,NA,3.7533854565895,9.617786660005,NA,NA,14.3860265075046
"3085",2019-01-07,14.7600824256697,22.07,19.5120428328364,NA,3.6438586223568,9.59441779328391,NA,NA,14.2757538783336
"3086",2019-01-08,14.702080150429,22.65,19.4799629101506,NA,3.64926249170622,9.61118392311053,NA,NA,14.3006993006993
"3087",2019-01-09,14.7041524526526,21.86,19.3897653062807,NA,3.59033078880407,9.5675944333996,NA,NA,14.1582185252578
